1835850, "My University Girlfriend -18+", RPG, Indie, Casual, Simulation, Nudity, Sexual Content
1835870, "黑猫魔法师", RPG, 2D, Pixel Graphics, Cats, Adventure, Magic, Cute, Cartoon, Funny, Turn-Based Strategy, Turn-Based Tactics, Time Management, Minimalist, Stylized, Fantasy, Relaxing, Dog, Turn-Based Combat, Singleplayer, Anime
1835920, "Those Who Rule Playtest", Tactical RPG, Turn-Based Tactics, RPG, Strategy RPG, Turn-Based Strategy, Party-Based RPG, Story Rich, Perma Death, CRPG, Difficult, Strategy, Character Customization, JRPG, Isometric, Medieval, Choices Matter, Turn-Based Combat, Tactical, Hex Grid, Grid-Based Movement
1835930, "燃爆英雄(Bomb Hero)", Early Access, Casual, Strategy, Indie, Online Co-Op, Multiplayer, PvP, eSports, Match 3, Magic, Funny, MOBA, Roguelike, RTS, Superhero, Battle Royale, Real Time Tactics, Singleplayer, Cartoon, RPG
1835950, "Herios Demo", 
1835970, "ICEwall", Shoot 'Em Up, Action Roguelike, Replay Value, Shooter, Action, Arcade, Score Attack, Bullet Hell, Old School, Stylized, Singleplayer, Cyberpunk, Retro, Sci-fi, Futuristic, Hacking, 2D, Roguelike, Difficult, Gun Customization
1835990, "Flibbles Demo", Agriculture, Casual, Action-Adventure, Crafting, Action, Creature Collector, Cute, Third-Person Shooter, Fishing, Arcade, Character Customization, 3D, Third Person, Relaxing, Controller, Narration, Cartoony, Adventure, Top-Down Shooter, Stylized
1836000, "Teacup Soundtrack", 
1836010, "Monark - Bonus DLC", 
1836011, "Monark - Casual Outfit Set", RPG
1836012, "Monark - Formal Wear Set", RPG
1836020, "Тридцать вечных дней Demo", Adventure, RPG, Interactive Fiction, Action RPG, Choose Your Own Adventure, CRPG, Text-Based, Alternate History, Dystopian, Atmospheric, Futuristic, Survival, Science, Sci-fi, Post-apocalyptic, Transhumanism, Philosophical, Story Rich, Nonlinear, Multiple Endings
1836030, "TOOK: The Immortal Hero", Souls-like, 2D Platformer, Adventure, Action, Metroidvania, Pixel Graphics, Indie, Platformer, Action-Adventure, Swordplay, Dark, Fantasy, Cute, Conversation, 2D, Singleplayer, RPG, Action RPG, Combat, Early Access
1836040, "Tadahito：Story of Ellis  Town Version", CRPG, JRPG, Emotional, Story Rich, Rhythm, Fantasy, Retro, Party-Based RPG, Singleplayer, Indie, Combat, RPG, Pixel Graphics, Action RPG, 2D, Music
1836060, "MORDHAU - Grotesque Set", Action, Indie, Gore, Violent
1836061, "MORDHAU - Lion Set", Action, Indie, Gore, Violent
1836080, "FILMECHANISM Soundtrack", 
1836090, "Wilder Playtest", 
1836100, "The Bridge Curse Road to Salvation Demo", Horror, First-Person, Puzzle, Exploration, Drama, Supernatural, Romance, RPG, Psychological Horror, Multiple Endings, Atmospheric, Singleplayer, Survival Horror, Adventure, Modern, Action-Adventure, Action, Funny, Story Rich, Gore
1836120, "QUICKERFLAK", Retro, Top-Down, Old School, Isometric, Stylized, Psychedelic, Bullet Hell, Combat, Minimalist, Roguelite, Action, Pixel Graphics, Casual, Surreal, Music-Based Procedural Generation, Lovecraftian, Dark, Gothic, Twin Stick Shooter, Dystopian
1836140, "Bus Simulator 21 Next Stop - Official Map Extension", Simulation, Open World, Driving, Realistic, 3D, Immersive Sim, Automobile Sim
1836141, "Bus Simulator 21 Next Stop - Official School Bus Extension", Simulation
1836142, "Bus Simulator 21 Next Stop - Official Tram Extension", Simulation
1836150, "Freegglers", Action, 3D Platformer, Funny, Destruction, Physics, Arcade, Platformer, 2.5D, Colorful, Cute, Indie, Singleplayer, Difficult, Third Person, 3D
1836160, "PANELKI", Snow, Atmospheric, Open World, Sandbox, Procedural Generation, Cinematic, First-Person, Walking Simulator, Relaxing, Simulation, Life Sim, Exploration, Cute, 6DOF, Multiple Endings, Dark, Immersive Sim, Minimalist, Adventure, Hidden Object
1836170, "Castan", Exploration, Looter Shooter, FPS, PvE, Shooter, Action-Adventure, First-Person, Post-apocalyptic, Open World, Multiple Endings, Action, Loot, Trading, Atmospheric, Nature, Adventure, Singleplayer, Combat, Free to Play, Indie
1836180, "Turn off the light", Pixel Graphics, Horror, Atmospheric, Action, Stealth, Minimalist, Exploration, 2D, Walking Simulator, Hidden Object, Supernatural, 1990's, Psychological Horror, Detective, Loot, Story Rich, Multiple Endings, Survival Horror, Underground, Conversation
1836210, "Blocky Snake", Casual, Arcade, 3D, Pixel Graphics, Survival, Procedural Generation, Singleplayer
1836220, "Frigore", 3D, First-Person, Survival, Horror, FPS, Exploration, Shoot 'Em Up, Sandbox, PvE, 1990's, Walking Simulator, Shooter, Action, Adventure, Casual, RPG, Simulation, Looter Shooter, Cold War, Dark
1836230, "Evening Ecchi", Sexual Content, Hentai, Nudity, Mature, Anime, NSFW, Match 3, Female Protagonist, Visual Novel, Dating Sim, RPG, Singleplayer, Cute, Story Rich, Puzzle, Adventure, Indie, JRPG, Casual, Shooter
1836240, "Paintball", Action, Sports, Shooter, FPS, First-Person, Old School, Combat, Free to Play, Indie, Singleplayer, PvE
1836250, "Agrou - Laink & Terracid Skins", Strategy, Indie, Casual, Relaxing, Co-op
1836280, "Billy 101", Adventure, Action, 2D Platformer, Robots, Colorful, Pixel Graphics, Puzzle Platformer, Cute, Dystopian, Retro, Side Scroller, Sci-fi, Shooter, Casual, Futuristic, 2D, Platformer, Puzzle, Controller, Conversation
1835380, "TS FANTASY Demo", Simulation, Adventure, Walking Simulator, Visual Novel, Action-Adventure, Dating Sim, JRPG, Immersive Sim, Choose Your Own Adventure, Exploration, First-Person, 2.5D, 2D, 3D, Cute, Colorful, Cartoon, Cartoony, Cinematic, Anime
1835440, "VOCÊ É UM DEFUNTO MECÂNICO", Robots, Interactive Fiction, Cyberpunk, Adventure, Pixel Graphics, Text-Based, Visual Novel, Linear, Political, Drama, Emotional, Philosophical, Sci-fi, Transhumanism, Story Rich, Perma Death, Singleplayer, Indie, Free to Play
1835460, "VARIABLE PICTOGRAM JUMP", Action, Platformer, Precision Platformer, Cute, Pixel Graphics, Anime, Comedy, Survival, PvP, Controller, Casual, Score Attack, Singleplayer, Multiplayer
1835470, "Spell Crisis", Side Scroller, Bullet Hell, 2D Platformer, Platformer, Female Protagonist, 2D, Cute, Story Rich, Multiple Endings, Action, Pixel Graphics, Anime, Colorful, Fantasy, Magic, Retro, Old School, Singleplayer, Indie, Difficult
1835490, "Slayer", Point &amp; Click, Action, Hack and Slash, Arcade, Action RPG, Medieval, Choices Matter, Combat, Indie, Casual, Gore, Violent, Colorful, Minimalist, Top-Down, Singleplayer, RPG, Gaming, Fantasy, Survival
